Rank,Name,Vocation,World,Level,Points,WorldType
1,Bloodrunk Leech,Exalted Monk,Lobera,897,"11,951,641,665",Open PvP
2,Saga Poderoso,Exalted Monk,Ourobra,883,"11,417,722,551",Open PvP
3,Leriisa,Exalted Monk,Thyria,864,"10,710,830,956",Open PvP
4,Monkii Donky,Exalted Monk,Solidera,855,"10,351,652,892",Open PvP
5,Masnus,Exalted Monk,Vunira,843,"9,928,392,486",Open PvP
6,Tomek Monkuje,Exalted Monk,Xyla,834,"9,617,255,058",Open PvP
7,Vopz Monster,Exalted Monk,Inabra,830,"9,462,437,837",Open PvP
8,Almighty Punch,Exalted Monk,Havera,825,"9,321,962,541",Open PvP
9,Don Josei,Exalted Monk,Quidera,819,"9,108,071,742",Open PvP
10,Rynce jak rury,Exalted Monk,Yara,816,"9,022,013,177",Open PvP
11,Launk,Exalted Monk,Honbra,806,"8,663,891,925",Open PvP
12,Fake Enryu,Exalted Monk,Antica,786,"8,042,827,797",Open PvP
13,Fisterious,Exalted Monk,Xyla,786,"8,034,794,042",Open PvP
14,Monk Dudu,Exalted Monk,Rasteibra,784,"7,971,267,864",Open PvP
15,Dantalix,Exalted Monk,Vunira,778,"7,814,649,717",Open PvP
16,Zster,Exalted Monk,Thyria,769,"7,546,553,609",Open PvP
17,Bombeiro Pugilista,Exalted Monk,Rasteibra,769,"7,528,770,119",Open PvP
18,Shabir Monk,Exalted Monk,Quidera,765,"7,414,827,242",Open PvP
19,Ki Kyou,Exalted Monk,Quelibra,758,"7,225,852,484",Open PvP
20,Shakhex,Exalted Monk,Ferobra,756,"7,171,546,997",Open PvP
21,Saga iluminado,Exalted Monk,Vandera,744,"6,832,369,951",Open PvP
22,Monk Dkoth,Exalted Monk,Honbra,744,"6,828,316,019",Open PvP
23,Shaolinzinha,Exalted Monk,Serdebra,736,"6,603,748,733",Open PvP
24,Fanatic bate fofo,Exalted Monk,Honbra,733,"6,526,040,862",Open PvP
25,Big Grotoz,Exalted Monk,Antica,728,"6,399,744,422",Open PvP
26,Piasteczka,Exalted Monk,Thyria,727,"6,375,978,351",Open PvP
27,Monk Yi,Exalted Monk,Tornabra,725,"6,300,057,305",Open PvP
28,Abs Monkzada,Exalted Monk,Honbra,720,"6,185,131,609",Open PvP
29,Cwil,Exalted Monk,Ferobra,718,"6,123,973,395",Open PvP
30,Zhenkai,Exalted Monk,Honbra,717,"6,096,345,064",Open PvP
31,Wing Chun Man,Exalted Monk,Solidera,716,"6,087,317,282",Open PvP
32,Tibursio ruler,Exalted Monk,Quidera,712,"5,979,716,404",Open PvP
33,Duduxp,Exalted Monk,Ombra,705,"5,811,646,782",Open PvP
34,Hillamonk,Exalted Monk,Solidera,705,"5,795,702,842",Open PvP
35,Edorix Shaolin,Exalted Monk,Vandera,704,"5,769,943,108",Open PvP
36,Elmif Aila,Exalted Monk,Peloria,703,"5,761,220,986",Open PvP
37,Psico Paglis,Exalted Monk,Jadebra,701,"5,706,609,317",Open PvP
38,Netonha,Exalted Monk,Ourobra,698,"5,634,836,499",Open PvP
39,Taort Lucild,Exalted Monk,Serdebra,693,"5,512,480,780",Open PvP
40,Wlodarzek,Exalted Monk,Xyla,691,"5,460,265,904",Open PvP
41,Mu Lee,Exalted Monk,Runera,691,"5,453,174,701",Open PvP
42,Monk Mingo,Exalted Monk,Quidera,690,"5,435,274,358",Open PvP
43,Phyyst,Exalted Monk,Quintera,689,"5,411,065,979",Open PvP
44,Jab Mortal,Exalted Monk,Ombra,689,"5,408,942,175",Open PvP
45,Rompee,Exalted Monk,Peloria,688,"5,397,314,310",Open PvP
46,Kompisar Hip Hop,Exalted Monk,Antica,684,"5,299,929,832",Open PvP
47,Monkblank,Exalted Monk,Ignitera,681,"5,222,161,340",Open PvP
48,Crocante Socolento,Exalted Monk,Jadebra,678,"5,166,083,741",Open PvP
49,Monkzinm,Exalted Monk,Tornabra,678,"5,165,880,166",Open PvP
50,Ellon Monks,Exalted Monk,Ignitera,673,"5,049,021,433",Open PvP
51,Demszi,Exalted Monk,Peloria,667,"4,901,619,049",Open PvP
52,Brawox,Exalted Monk,Serdebra,666,"4,882,732,644",Open PvP
53,Covuuc,Exalted Monk,Tornabra,658,"4,711,968,628",Open PvP
54,Roswaall,Exalted Monk,Lobera,652,"4,597,248,991",Open PvP
55,Monnk Cotoco,Exalted Monk,Unebra,652,"4,595,030,450",Open PvP
56,Zero Hand,Exalted Monk,Lobera,648,"4,506,489,985",Open PvP
57,Impvkt Monkstyle,Exalted Monk,Tornabra,646,"4,460,416,168",Open PvP
58,Puxx Puxx,Exalted Monk,Antica,643,"4,405,324,677",Open PvP
59,Exevus Avassalador,Exalted Monk,Serdebra,643,"4,389,764,152",Open PvP
60,Inversor Del Mal,Exalted Monk,Quidera,642,"4,374,264,756",Open PvP
61,Aka Sir Eth,Exalted Monk,Vunira,642,"4,371,709,362",Open PvP
62,Exalted Zixena,Exalted Monk,Runera,641,"4,361,029,749",Open PvP
63,Zamhu,Exalted Monk,Solidera,639,"4,322,458,412",Open PvP
64,Liu Kangh,Exalted Monk,Wintera,639,"4,317,794,041",Open PvP
65,Monksino,Exalted Monk,Quintera,633,"4,192,233,058",Open PvP
66,Onepunch monk,Exalted Monk,Lobera,632,"4,171,820,754",Open PvP
67,Giant Lolrusher,Exalted Monk,Jaguna,632,"4,167,808,265",Open PvP
68,Martizen,Exalted Monk,Peloria,631,"4,163,235,252",Open PvP
69,Tankahua Testoalta,Exalted Monk,Xybra,631,"4,148,148,150",Open PvP
70,Punch Cake,Exalted Monk,Xyla,630,"4,145,192,231",Open PvP
71,Monge Teles,Exalted Monk,Tornabra,626,"4,065,113,615",Open PvP
72,Jamonk Trapz,Exalted Monk,Runera,626,"4,061,626,281",Open PvP
73,Nova Monk,Exalted Monk,Vunira,626,"4,051,309,540",Open PvP
74,King Magnos,Exalted Monk,Ourobra,625,"4,039,903,253",Open PvP
75,Monka George,Exalted Monk,Havera,621,"3,972,125,120",Open PvP
76,Sou za,Exalted Monk,Honbra,621,"3,959,032,125",Open PvP
77,Bullet Puncher,Exalted Monk,Jadebra,620,"3,947,332,548",Open PvP
78,Urban Na Bombie,Exalted Monk,Antica,615,"3,855,756,918",Open PvP
79,Elecktrosz,Exalted Monk,Quidera,615,"3,851,136,379",Open PvP
80,Skill Feruhat,Exalted Monk,Antica,614,"3,830,866,340",Open PvP
81,Grand Elite Orlando,Exalted Monk,Rasteibra,612,"3,785,038,362",Open PvP
82,Artanidas,Exalted Monk,Xyla,611,"3,775,212,879",Open PvP
83,Haelimonk,Exalted Monk,Vunira,609,"3,742,984,385",Open PvP
84,Gyngka,Exalted Monk,Vandera,609,"3,728,766,083",Open PvP
85,Monje Dictador,Exalted Monk,Talera,608,"3,718,995,788",Open PvP
86,Monk Igorek,Exalted Monk,Xyla,608,"3,714,692,153",Open PvP
87,Auromonk,Exalted Monk,Vunira,608,"3,709,214,661",Open PvP
88,Winterhearth,Exalted Monk,Inabra,607,"3,691,284,567",Open PvP
89,Monk de Ataque,Exalted Monk,Thyria,606,"3,681,613,384",Open PvP
90,Gookuuu,Exalted Monk,Jadebra,604,"3,647,745,932",Open PvP
91,Rexvyn,Exalted Monk,Havera,603,"3,633,523,131",Open PvP
92,Viklund Shadowfist,Exalted Monk,Antica,603,"3,628,684,846",Open PvP
93,Lavaii Lama,Exalted Monk,Ombra,603,"3,626,752,904",Open PvP
94,Fuvaka,Exalted Monk,Wintera,603,"3,618,643,356",Open PvP
95,Ricardo Godlike,Exalted Monk,Ferobra,603,"3,618,312,676",Open PvP
96,Brauerz,Exalted Monk,Premia,602,"3,615,604,373",Open PvP
97,Smoooker,Exalted Monk,Peloria,602,"3,600,797,119",Open PvP
98,Rhama Champion,Exalted Monk,Ourobra,600,"3,565,483,620",Open PvP
99,Counter Yoshii,Exalted Monk,Ignitera,598,"3,532,752,255",Open PvP
100,Krimiinal,Exalted Monk,Solidera,594,"3,466,609,995",Open PvP
101,Wiggin,Exalted Monk,Victoris,594,"3,465,704,097",Open PvP
102,Sha Ke,Exalted Monk,Ourobra,594,"3,463,113,226",Open PvP
103,Angelito Bifestinha,Exalted Monk,Runera,589,"3,386,667,515",Open PvP
104,Mackdee,Exalted Monk,Lobera,589,"3,372,722,089",Open PvP
105,Brappe,Exalted Monk,Xyla,588,"3,366,369,612",Open PvP
106,Goldel Biceps,Exalted Monk,Quidera,588,"3,365,431,290",Open PvP
107,Elemental Fist,Exalted Monk,Serdebra,584,"3,293,655,646",Open PvP
108,Vugatty,Exalted Monk,Quidera,583,"3,278,479,679",Open PvP
109,Jurdziii,Exalted Monk,Antica,583,"3,276,532,305",Open PvP
110,Monkiemon,Exalted Monk,Yara,580,"3,228,191,804",Open PvP
111,Fisterine,Exalted Monk,Tornabra,579,"3,211,284,391",Open PvP
112,So Nosoco,Exalted Monk,Unebra,570,"3,061,943,686",Open PvP
113,Pax Divinity,Exalted Monk,Quidera,568,"3,029,529,975",Open PvP
114,Caldonk,Exalted Monk,Inabra,567,"3,007,779,964",Open PvP
115,Merudrian,Exalted Monk,Antica,566,"2,996,384,236",Open PvP
116,Sankywz,Exalted Monk,Solidera,565,"2,975,782,826",Open PvP
117,Johny Monking,Exalted Monk,Quidera,564,"2,958,511,262",Open PvP
118,Hiro Zero,Exalted Monk,Talera,563,"2,950,869,028",Open PvP
119,Monge dos arvoredo,Exalted Monk,Rasteibra,563,"2,950,072,495",Open PvP
120,Vorthay,Exalted Monk,Jadebra,562,"2,941,414,598",Open PvP
121,Maxithemonk,Exalted Monk,Noctalia,562,"2,940,711,469",Open PvP
122,Einya Lightheart,Exalted Monk,Peloria,562,"2,928,452,973",Open PvP
123,Cabbage Merchant,Exalted Monk,Thyria,561,"2,921,248,108",Open PvP
124,Feelgood,Exalted Monk,Xyla,561,"2,912,460,233",Open PvP
125,Broom Capone,Exalted Monk,Yara,560,"2,910,385,306",Open PvP
126,Nick Nack Pattywhack,Exalted Monk,Wintera,560,"2,903,443,946",Open PvP
127,Shan Elite,Exalted Monk,Xybra,560,"2,903,008,897",Open PvP
128,Toniim,Exalted Monk,Jadebra,559,"2,893,344,571",Open PvP
129,Lugaz Sider,Exalted Monk,Inabra,559,"2,880,275,573",Open PvP
130,Fiinchy,Exalted Monk,Vunira,558,"2,874,315,668",Open PvP
131,Monka Babuni,Exalted Monk,Jaguna,557,"2,849,571,880",Open PvP
132,Simon Andres kmikze,Exalted Monk,Ferobra,556,"2,848,241,196",Open PvP
133,Darveck Meditando,Exalted Monk,Xybra,556,"2,843,715,788",Open PvP
134,General Ancor,Exalted Monk,Runera,555,"2,831,400,789",Open PvP
135,Dasher Quendosiiim,Exalted Monk,Xyla,554,"2,817,309,164",Open PvP
136,Daruhna,Exalted Monk,Vunira,554,"2,809,772,003",Open PvP
137,Primero Monge,Exalted Monk,Cantabra,554,"2,809,612,548",Open PvP
138,Irken Cool,Exalted Monk,Antica,552,"2,774,779,892",Open PvP
139,Cit Zitlini,Exalted Monk,Solidera,551,"2,768,602,809",Open PvP
140,Ladrox Havoc,Exalted Monk,Rasteibra,551,"2,766,626,969",Open PvP
141,Monk Traalhaa,Exalted Monk,Honbra,550,"2,753,884,412",Open PvP
142,Trapness Return,Exalted Monk,Inabra,550,"2,742,852,822",Open PvP
143,Dwell Wezzs,Exalted Monk,Jadebra,547,"2,709,334,630",Open PvP
144,Kysamonk,Exalted Monk,Thyria,546,"2,688,976,084",Open PvP
145,Hels Tang,Exalted Monk,Ferobra,545,"2,680,507,306",Open PvP
146,Dragon Aaragon,Exalted Monk,Solidera,545,"2,675,453,642",Open PvP
147,Lordbadawi,Exalted Monk,Jaguna,545,"2,673,534,583",Open PvP
148,Irtansris,Exalted Monk,Jadebra,544,"2,653,805,500",Open PvP
149,Rodrigx,Exalted Monk,Lobera,543,"2,642,980,101",Open PvP
150,Maximus Rusher,Exalted Monk,Ourobra,542,"2,637,999,202",Open PvP
151,Meloxk,Exalted Monk,Ignitera,541,"2,620,879,495",Open PvP
152,Pesadelow,Exalted Monk,Jadebra,541,"2,620,832,568",Open PvP
153,Princess Jai,Exalted Monk,Ignitera,540,"2,608,744,660",Open PvP
154,Rydei Khan,Exalted Monk,Runera,540,"2,602,648,707",Open PvP
155,Brutal Bits,Exalted Monk,Antica,539,"2,581,478,340",Open PvP
156,Sir Monkthadoz,Exalted Monk,Noctalia,538,"2,571,585,842",Open PvP
157,Bro Fist,Exalted Monk,Wintera,538,"2,566,991,259",Open PvP
158,Mon Qreli,Exalted Monk,Tornabra,537,"2,560,902,914",Open PvP
159,Kharn Sargara,Exalted Monk,Wintera,537,"2,556,734,913",Open PvP
160,Nage Monkz,Exalted Monk,Rasteibra,536,"2,547,288,270",Open PvP
161,Bru Talmonka,Exalted Monk,Ourobra,533,"2,495,994,795",Open PvP
162,Godama,Exalted Monk,Ombra,533,"2,495,446,575",Open PvP
163,Jack Carthas,Exalted Monk,Ombra,532,"2,484,873,805",Open PvP
164,Leon Kang,Exalted Monk,Ourobra,530,"2,457,065,847",Open PvP
165,Robbbes,Exalted Monk,Thyria,530,"2,455,718,141",Open PvP
166,Sandomierz Priest,Exalted Monk,Thyria,529,"2,446,022,155",Open PvP
167,Ejdzrian Monk,Exalted Monk,Antica,529,"2,440,972,421",Open PvP
168,Wolalla,Exalted Monk,Premia,528,"2,435,740,916",Open PvP
169,Gigachad Sigma Monk,Exalted Monk,Antica,528,"2,425,851,005",Open PvP
170,Monge Kungfu,Exalted Monk,Serdebra,526,"2,411,756,515",Open PvP
171,Bruce Lean,Exalted Monk,Xyla,526,"2,404,188,339",Open PvP
172,Takaki Jacomotu,Exalted Monk,Quelibra,525,"2,392,851,089",Open PvP
173,Thy Manka,Exalted Monk,Cantabra,525,"2,384,419,991",Open PvP
174,Sir Foxalot,Exalted Monk,Premia,524,"2,375,916,934",Open PvP
175,Slaktaren Hans,Exalted Monk,Quintera,524,"2,375,494,701",Open PvP
176,Mkalmost,Exalted Monk,Inabra,524,"2,372,843,014",Open PvP
177,Arachnomix,Exalted Monk,Havera,523,"2,366,168,264",Open PvP
178,Laniki Ladora,Exalted Monk,Wintera,523,"2,364,017,704",Open PvP
179,Kael Fist,Exalted Monk,Vunira,523,"2,357,217,344",Open PvP
180,Thony Presiidioo,Exalted Monk,Solidera,522,"2,344,613,771",Open PvP
181,Illuminy,Exalted Monk,Ourobra,522,"2,343,794,922",Open PvP
182,Cecy Tomasa,Exalted Monk,Quidera,522,"2,343,536,155",Open PvP
183,Doompunch Shao lin,Exalted Monk,Peloria,521,"2,335,565,706",Open PvP
184,Floorex,Exalted Monk,Vunira,521,"2,335,139,390",Open PvP
185,Zuriell,Exalted Monk,Talera,520,"2,328,430,223",Open PvP
186,Bepev Fallout,Exalted Monk,Quidera,519,"2,313,008,478",Open PvP
187,Bariltine Lanak,Exalted Monk,Ignitera,518,"2,295,012,292",Open PvP
188,Unly,Exalted Monk,Tornabra,515,"2,262,609,610",Open PvP
189,Biehls,Exalted Monk,Ombra,515,"2,259,410,213",Open PvP
190,Bambooty,Exalted Monk,Antica,514,"2,248,406,903",Open PvP
191,First nasdq,Exalted Monk,Peloria,514,"2,244,112,201",Open PvP
192,Ram Monk,Exalted Monk,Vunira,514,"2,243,828,440",Open PvP
193,Will Fatal Punch,Exalted Monk,Xybra,514,"2,241,211,121",Open PvP
194,Nannie,Exalted Monk,Tornabra,513,"2,226,489,760",Open PvP
195,Luxferatu,Exalted Monk,Inabra,513,"2,223,948,502",Open PvP
196,Diaper Faur,Exalted Monk,Vunira,511,"2,210,540,171",Open PvP
197,Kaozhi,Exalted Monk,Lobera,511,"2,198,080,376",Open PvP
198,Monki Magic,Exalted Monk,Jaguna,509,"2,183,822,660",Open PvP
199,Monkanasz,Exalted Monk,Unebra,509,"2,180,510,143",Open PvP
200,Fistuje,Exalted Monk,Thyria,509,"2,172,489,578",Open PvP
201,Quesillito On Runera,Exalted Monk,Runera,509,"2,172,106,489",Open PvP
202,Damp Jimmy,Exalted Monk,Peloria,507,"2,154,453,249",Open PvP
203,The King Fighter,Exalted Monk,Jadebra,507,"2,153,327,012",Open PvP
204,Paitah On,Exalted Monk,Antica,507,"2,152,595,778",Open PvP
205,Monk Bonffa,Exalted Monk,Ombra,506,"2,134,874,258",Open PvP
206,Deusebra Fight,Exalted Monk,Honbra,506,"2,134,330,992",Open PvP
207,Bonkler,Exalted Monk,Solidera,505,"2,132,110,217",Open PvP
208,Karynaa,Exalted Monk,Xyla,505,"2,130,627,031",Open PvP
209,Gredyz Monk,Exalted Monk,Tornabra,505,"2,125,567,672",Open PvP
210,Werax Kung Lao,Exalted Monk,Peloria,505,"2,123,262,584",Open PvP
211,Fist of avalon,Exalted Monk,Ignitera,505,"2,121,593,922",Open PvP
212,Abarao,Exalted Monk,Premia,504,"2,109,814,433",Open PvP
213,Carlos the Shlek,Exalted Monk,Vunira,504,"2,109,035,761",Open PvP
214,Legandry Druidia,Exalted Monk,Peloria,503,"2,096,801,628",Open PvP
215,Lil Paul,Exalted Monk,Quidera,502,"2,091,111,235",Open PvP
216,Gibbox Reborn,Exalted Monk,Victoris,502,"2,090,923,582",Open PvP
217,Monkqey,Exalted Monk,Ferobra,502,"2,088,936,081",Open PvP
218,Miiguelito Monk,Exalted Monk,Solidera,502,"2,085,098,320",Open PvP
219,Jogun,Exalted Monk,Antica,501,"2,082,218,415",Open PvP
220,Monktorsito,Exalted Monk,Vandera,501,"2,074,720,177",Open PvP
221,Night Boxe,Exalted Monk,Jadebra,501,"2,073,113,886",Open PvP
222,Exalted Luis,Exalted Monk,Jadebra,500,"2,064,866,344",Open PvP
223,Powiiz,Exalted Monk,Ignitera,500,"2,062,922,516",Open PvP
224,Bo Musialem Zmienic,Exalted Monk,Peloria,499,"2,057,432,325",Open PvP
225,Kruger Sama,Exalted Monk,Quidera,499,"2,046,241,557",Open PvP
226,Jamrri,Exalted Monk,Xyla,497,"2,026,002,268",Open PvP
227,Rhoogway,Exalted Monk,Lobera,497,"2,022,597,922",Open PvP
228,Eo Perigo,Exalted Monk,Ferobra,497,"2,021,746,123",Open PvP
229,Old Tobi,Exalted Monk,Unebra,496,"2,010,468,899",Open PvP
230,Alan Pokazideia,Exalted Monk,Xybra,495,"2,001,183,726",Open PvP
231,Jackiiie Chan,Exalted Monk,Premia,495,"1,997,424,434",Open PvP
232,Monk Cabra,Exalted Monk,Ignitera,494,"1,993,989,504",Open PvP
233,Salviano Monk,Exalted Monk,Ferobra,494,"1,985,962,101",Open PvP
234,Zaritskaya,Exalted Monk,Jadebra,494,"1,985,915,816",Open PvP
235,Briskets The Monk,Exalted Monk,Peloria,494,"1,985,069,695",Open PvP
236,Deus Rodrigo,Exalted Monk,Ignitera,494,"1,984,979,198",Open PvP
237,Persi Zen,Exalted Monk,Talera,491,"1,952,982,586",Open PvP
238,Monkaristah,Exalted Monk,Inabra,489,"1,929,565,997",Open PvP
239,Thom Arcruz,Exalted Monk,Lobera,489,"1,926,273,539",Open PvP
240,Huguito Bhozs,Exalted Monk,Solidera,488,"1,924,001,673",Open PvP
241,Sunsick Six,Exalted Monk,Jadebra,488,"1,923,885,241",Open PvP
242,Attila Oligarch,Exalted Monk,Antica,487,"1,903,325,702",Open PvP
243,Legozen,Monk,Jadebra,486,"1,895,097,519",Open PvP
244,Gnik Zork,Exalted Monk,Inabra,485,"1,887,785,494",Open PvP
245,Drunken Sensei,Exalted Monk,Ignitera,485,"1,887,681,114",Open PvP
246,Monkinez,Exalted Monk,Noctalia,484,"1,877,303,574",Open PvP
247,Fitozepanm,Exalted Monk,Ignitera,484,"1,873,965,744",Open PvP
248,Monknoxy,Exalted Monk,Ignitera,484,"1,873,818,782",Open PvP
249,Doom Monk,Exalted Monk,Honbra,484,"1,873,474,773",Open PvP
250,Moench,Exalted Monk,Premia,484,"1,872,161,480",Open PvP
251,Fist Expert,Exalted Monk,Quintera,484,"1,866,464,738",Open PvP
252,Mestre dos Punhos,Exalted Monk,Serdebra,482,"1,849,196,237",Open PvP
253,General Pedro,Exalted Monk,Tornabra,481,"1,833,537,202",Open PvP
254,Hulligun,Exalted Monk,Quintera,481,"1,832,840,211",Open PvP
255,Kryoo Spider Monk,Exalted Monk,Jadebra,479,"1,810,094,468",Open PvP
256,Raged fist,Exalted Monk,Antica,479,"1,809,274,774",Open PvP
257,Bombao Noreste,Exalted Monk,Quidera,478,"1,799,745,508",Open PvP
258,Nardone,Exalted Monk,Lobera,477,"1,797,382,234",Open PvP
259,Vapapunch,Exalted Monk,Vunira,477,"1,788,642,578",Open PvP
260,Chama no Boxe,Exalted Monk,Inabra,476,"1,782,298,751",Open PvP
261,Eff Ting,Exalted Monk,Ombra,476,"1,779,487,908",Open PvP
262,Kiwawe Ofc,Exalted Monk,Cantabra,476,"1,775,345,684",Open PvP
263,Emhell,Exalted Monk,Tornabra,475,"1,772,225,144",Open PvP
264,Tauttau,Exalted Monk,Jadebra,475,"1,766,958,797",Open PvP
265,Dustizinho,Exalted Monk,Tornabra,474,"1,763,527,575",Open PvP
266,Kungs Law,Exalted Monk,Jadebra,474,"1,759,936,515",Open PvP
267,Spices,Exalted Monk,Antica,474,"1,759,871,880",Open PvP
268,Deathfire Strini,Exalted Monk,Antica,474,"1,757,504,357",Open PvP
269,Ewaldo monk lee,Exalted Monk,Ferobra,473,"1,752,478,280",Open PvP
270,Sepirus Larks,Exalted Monk,Havera,473,"1,746,838,517",Open PvP
271,Lamas Chi,Exalted Monk,Honbra,473,"1,745,105,552",Open PvP
272,Yahiko monk,Exalted Monk,Xyla,472,"1,738,038,503",Open PvP
273,Monkz Demolidor,Exalted Monk,Cantabra,472,"1,732,207,634",Open PvP
274,So No Jab,Exalted Monk,Honbra,471,"1,722,493,341",Open PvP
275,Gariba,Exalted Monk,Xyla,470,"1,717,613,953",Open PvP
276,Broken Monk,Exalted Monk,Cantabra,470,"1,714,196,677",Open PvP
277,Akomus Rush,Exalted Monk,Ourobra,470,"1,709,055,284",Open PvP
278,Monjermu,Exalted Monk,Talera,469,"1,700,878,289",Open PvP
279,Khotun Khan,Exalted Monk,Runera,468,"1,689,611,006",Open PvP
280,Mykai,Exalted Monk,Lobera,468,"1,687,577,769",Open PvP
281,Zbyszek Hydrauliik,Exalted Monk,Peloria,468,"1,687,482,244",Open PvP
282,Sagom Hith,Exalted Monk,Serdebra,467,"1,681,292,598",Open PvP
283,Dwell Bolg,Exalted Monk,Xyla,466,"1,673,729,665",Open PvP
284,Volsung San,Exalted Monk,Inabra,466,"1,670,597,313",Open PvP
285,Mongil,Exalted Monk,Unebra,464,"1,647,907,147",Open PvP
286,Monk Dryzz,Exalted Monk,Ombra,462,"1,622,502,822",Open PvP
287,Avatar Pepe,Exalted Monk,Yara,461,"1,618,997,371",Open PvP
288,Crazy Fists,Exalted Monk,Antica,461,"1,615,715,168",Open PvP
289,Elchico Temido Emex,Exalted Monk,Solidera,461,"1,615,322,127",Open PvP
290,Monkzar,Exalted Monk,Jadebra,460,"1,609,112,775",Open PvP
291,Dracary Chun,Exalted Monk,Talera,460,"1,602,386,468",Open PvP
292,Brutala Munken,Exalted Monk,Premia,460,"1,602,021,271",Open PvP
293,Mongezero,Exalted Monk,Ourobra,459,"1,598,071,603",Open PvP
294,Prado Monk,Exalted Monk,Quelibra,459,"1,597,268,457",Open PvP
295,Hakkaari,Exalted Monk,Honbra,459,"1,592,731,775",Open PvP
296,Hong Mei Ling,Exalted Monk,Quidera,458,"1,586,459,029",Open PvP
297,Nublemas,Exalted Monk,Quidera,458,"1,584,594,620",Open PvP
298,Emiilian,Exalted Monk,Noctalia,457,"1,580,043,282",Open PvP
299,Acertus,Exalted Monk,Lobera,457,"1,579,628,687",Open PvP
300,Nyrkki kyllikki,Exalted Monk,Vunira,457,"1,578,825,192",Open PvP
301,Michan,Exalted Monk,Antica,457,"1,575,333,826",Open PvP
