Rank,Name,Vocation,World,Level,Skill Level,Category
1,The Avatar,Exalted Monk,Calmera,523,134,Fist Fighting
2,Mua Lan,Exalted Monk,Secura,627,131,Fist Fighting
3,Maximus Punch,Exalted Monk,Astera,690,130,Fist Fighting
4,Alpha Charlyne,Exalted Monk,Gentebra,707,129,Fist Fighting
5,Bloodrunk Leech,Exalted Monk,Lobera,955,128,Fist Fighting
5,Salviano Monk,Exalted Monk,Ferobra,522,128,Fist Fighting
7,Toniim,Exalted Monk,Jadebra,559,127,Fist Fighting
8,Astromeliaa,Exalted Monk,Solidera,243,126,Fist Fighting
9,Pho Pho,Exalted Monk,Monza,140,125,Fist Fighting
9,Shin Ryuu,Exalted Monk,Blumera,702,125,Fist Fighting
9,Tarnowski Blokers,Elite Knight,Gladera,164,125,Fist Fighting
12,Launk,Exalted Monk,Honbra,862,124,Fist Fighting
12,Masnus,Exalted Monk,Vunira,904,124,Fist Fighting
14,Einya Lightheart,Exalted Monk,Peloria,605,123,Fist Fighting
14,Enlightened Lootboxx,Exalted Monk,Yovera,537,123,Fist Fighting
14,General George Washington,Elite Knight,Yovera,117,123,Fist Fighting
14,Monk Yi,Exalted Monk,Tornabra,766,123,Fist Fighting
14,The King Fighter,Exalted Monk,Jadebra,527,123,Fist Fighting
14,Zaaw Insane,Exalted Monk,Calmera,863,123,Fist Fighting
20,Aelistar,Exalted Monk,Nefera,507,122,Fist Fighting
20,Apex Monk,Exalted Monk,Nefera,478,122,Fist Fighting
20,Monkii Donky,Exalted Monk,Solidera,911,122,Fist Fighting
20,Xura Shinsei,Exalted Monk,Ferobra,632,122,Fist Fighting
24,Airowun,Exalted Monk,Blumera,470,121,Fist Fighting
24,Bearju,Exalted Monk,Nefera,400,121,Fist Fighting
24,Elecktrosz,Exalted Monk,Quidera,674,121,Fist Fighting
24,Gvyn Bleidd,Exalted Monk,Antica,164,121,Fist Fighting
24,Lata Ogon,Exalted Monk,Celesta,272,121,Fist Fighting
24,Mivrael,Exalted Monk,Karmeya,316,121,Fist Fighting
24,Mixmonk,Exalted Monk,Pacera,598,121,Fist Fighting
24,Onro Silverhand,Exalted Monk,Menera,459,121,Fist Fighting
24,Roaming Dread,Exalted Monk,Harmonia,95,121,Fist Fighting
24,Rokkye,Exalted Monk,Gentebra,819,121,Fist Fighting
24,Tefciowy Monk,Exalted Monk,Antica,365,121,Fist Fighting
35,Alvagari Mephur,Exalted Monk,Bona,503,120,Fist Fighting
35,Craig the knight,Elite Knight,Lobera,934,120,Fist Fighting
35,Mastermind Monk,Exalted Monk,Inabra,441,120,Fist Fighting
35,Monk Mingo,Exalted Monk,Quidera,758,120,Fist Fighting
35,Monkinhius Pospolitinhius,Exalted Monk,Nevia,42,120,Fist Fighting
35,Nachebriio,Exalted Monk,Solidera,450,120,Fist Fighting
41,Ambitionx Monk,Exalted Monk,Yovera,800,119,Fist Fighting
41,Aris Monk,Exalted Monk,Wintera,328,119,Fist Fighting
41,Hallvarsen,Exalted Monk,Retalia,426,119,Fist Fighting
41,Ki Telka,Exalted Monk,Monza,540,119,Fist Fighting
41,Monk Dudu,Exalted Monk,Rasteibra,827,119,Fist Fighting
41,Qwa pi,Exalted Monk,Celesta,733,119,Fist Fighting
41,Ramitu,Exalted Monk,Celebra,562,119,Fist Fighting
41,Roswaall,Exalted Monk,Lobera,706,119,Fist Fighting
41,Saga Poderoso,Exalted Monk,Ourobra,912,119,Fist Fighting
41,Sion Sereno,Exalted Monk,Yonabra,760,119,Fist Fighting
41,Voldyz,Exalted Monk,Issobra,606,119,Fist Fighting
41,Wywz,Exalted Monk,Ustebra,663,119,Fist Fighting
53,Bruise Li,Exalted Monk,Nevia,770,118,Fist Fighting
53,Don Josei,Exalted Monk,Quidera,867,118,Fist Fighting
53,Dzisiaj Bicek,Exalted Monk,Xyla,226,118,Fist Fighting
53,Dzixo,Exalted Monk,Antica,285,118,Fist Fighting
53,Hiroshi Takeda,Exalted Monk,Belobra,542,118,Fist Fighting
53,Le Macho,Exalted Monk,Quidera,154,118,Fist Fighting
53,Leriisa,Exalted Monk,Thyria,918,118,Fist Fighting
53,Merudrian,Exalted Monk,Antica,599,118,Fist Fighting
53,Mnichau,Exalted Monk,Secura,894,118,Fist Fighting
53,Monk Hong Kong,Exalted Monk,Vunira,484,118,Fist Fighting
53,Mykai,Exalted Monk,Lobera,491,118,Fist Fighting
53,Selifist,Exalted Monk,Nefera,557,118,Fist Fighting
53,Siglid,Exalted Monk,Karmeya,702,118,Fist Fighting
53,Yrjar,Exalted Monk,Bona,765,118,Fist Fighting
67,Aureliius,Exalted Monk,Pacera,647,117,Fist Fighting
67,Bruuthus,Exalted Monk,Gentebra,371,117,Fist Fighting
