Rank,Name,Vocation,World,Level,Points,WorldType
1,Khaos Poderoso,Master Sorcerer,Rasteibra,2541,"272,844,872,476",Open PvP
2,Goa Luccas,Master Sorcerer,Inabra,2396,"228,804,745,736",Open PvP
3,Syriz,Master Sorcerer,Thyria,2211,"179,736,066,361",Open PvP
4,Dany Ellmagnifico,Master Sorcerer,Inabra,2176,"171,290,407,439",Open PvP
5,Zonatto Bombinhams,Master Sorcerer,Ombra,2156,"166,678,972,885",Open PvP
6,Lichtsz,Master Sorcerer,Inabra,2088,"151,477,553,961",Open PvP
7,Goa Santiago,Master Sorcerer,Ourobra,2087,"151,160,105,062",Open PvP
8,Neto Orangepodi,Master Sorcerer,Rasteibra,2076,"148,856,094,015",Open PvP
9,Fraanco,Master Sorcerer,Jadebra,2070,"147,574,550,454",Open PvP
10,Chris Zeroum,Master Sorcerer,Ombra,2060,"145,377,343,936",Open PvP
11,Toxic Ghost Esecee,Master Sorcerer,Havera,2058,"144,916,640,393",Open PvP
12,Ranny Zolnierz Elder,Master Sorcerer,Antica,2047,"142,733,371,622",Open PvP
13,Icarus Cltcansado,Master Sorcerer,Ourobra,2047,"142,725,129,556",Open PvP
14,Arc Mago Marujo,Master Sorcerer,Serdebra,2025,"138,091,658,839",Open PvP
15,Maza lov,Master Sorcerer,Rasteibra,2024,"137,919,856,006",Open PvP
16,Pedrin Aposentado,Master Sorcerer,Rasteibra,2015,"136,017,527,112",Open PvP
17,Intenzao Supreme Emex,Master Sorcerer,Havera,2010,"135,042,209,462",Open PvP
18,Leozinnxd,Master Sorcerer,Rasteibra,1991,"131,275,392,116",Open PvP
19,Chefao Magnifikdany,Master Sorcerer,Quelibra,1986,"130,272,496,094",Open PvP
20,Murillaoloko,Master Sorcerer,Quelibra,1977,"128,547,198,539",Open PvP
21,Zedrin Ltda,Master Sorcerer,Ourobra,1974,"127,818,179,073",Open PvP
22,Hintz Dimavontadi,Master Sorcerer,Rasteibra,1961,"125,343,503,648",Open PvP
23,Ghaaren Toxico,Master Sorcerer,Honbra,1960,"125,162,421,611",Open PvP
24,Tonim Mage,Master Sorcerer,Jadebra,1951,"123,461,762,814",Open PvP
25,Lefay,Master Sorcerer,Honbra,1947,"122,677,307,873",Open PvP
26,Yukiti,Master Sorcerer,Ourobra,1936,"120,749,972,048",Open PvP
27,Bertinho Enrikow,Master Sorcerer,Quelibra,1935,"120,432,363,429",Open PvP
28,Sir Wendoza,Master Sorcerer,Rasteibra,1930,"119,523,991,247",Open PvP
29,Heitorx Zedrin,Master Sorcerer,Ourobra,1912,"116,229,021,222",Open PvP
30,Heinzinki,Master Sorcerer,Vunira,1909,"115,692,837,848",Open PvP
31,Sorin Amarelou,Master Sorcerer,Inabra,1902,"114,354,393,070",Open PvP
32,Doggosaurus,Master Sorcerer,Premia,1894,"113,003,150,396",Open PvP
33,Aiacos Navy Seal,Master Sorcerer,Talera,1887,"111,785,837,265",Open PvP
34,Otaviul,Master Sorcerer,Inabra,1864,"107,732,795,763",Open PvP
35,Erius Mage,Master Sorcerer,Inabra,1863,"107,537,915,912",Open PvP
36,Epus,Master Sorcerer,Vunira,1834,"102,587,197,713",Open PvP
37,Wharlock,Master Sorcerer,Havera,1832,"102,186,102,816",Open PvP
38,Thor Fin Camisadez,Master Sorcerer,Honbra,1782,"94,017,684,344",Open PvP
39,Mourao Returns,Master Sorcerer,Rasteibra,1781,"93,896,190,681",Open PvP
40,Shainy the Great,Master Sorcerer,Ourobra,1781,"93,880,782,197",Open PvP
41,Dragom Ball,Master Sorcerer,Talera,1776,"93,169,647,316",Open PvP
42,Pedrin Ferias Infinita,Master Sorcerer,Rasteibra,1773,"92,595,942,195",Open PvP
43,Que Jon,Master Sorcerer,Serdebra,1765,"91,364,697,379",Open PvP
44,Remarkable Deco,Master Sorcerer,Inabra,1753,"89,553,637,017",Open PvP
45,Baudao,Master Sorcerer,Serdebra,1751,"89,314,191,181",Open PvP
46,Magnifik Emperatordany,Master Sorcerer,Inabra,1746,"88,468,954,808",Open PvP
47,Niquit,Master Sorcerer,Antica,1727,"85,668,916,868",Open PvP
48,Unstoppable Mozar,Master Sorcerer,Jadebra,1724,"85,198,551,747",Open PvP
49,Dudodix,Master Sorcerer,Ferobra,1723,"85,027,993,584",Open PvP
50,Sorincullino,Master Sorcerer,Quelibra,1722,"84,912,021,008",Open PvP
51,Adorned Pouncer,Master Sorcerer,Honbra,1720,"84,539,655,624",Open PvP
52,Ahoky,Master Sorcerer,Solidera,1716,"83,944,927,157",Open PvP
53,Duzoco Inofensivo,Master Sorcerer,Jadebra,1712,"83,359,662,637",Open PvP
54,Volkiz Emex,Master Sorcerer,Solidera,1707,"82,703,278,840",Open PvP
55,Uchiha Dono Tornabra,Master Sorcerer,Tornabra,1703,"82,056,889,717",Open PvP
56,Sha Dowh,Master Sorcerer,Premia,1686,"79,678,664,369",Open PvP
57,Sorin Vilao,Master Sorcerer,Ourobra,1686,"79,602,439,873",Open PvP
58,Jacm Bombiinha,Master Sorcerer,Ferobra,1685,"79,459,833,973",Open PvP
59,Vepe Ohz,Master Sorcerer,Quelibra,1684,"79,361,455,437",Open PvP
60,Ze Zinho,Master Sorcerer,Ourobra,1678,"78,509,395,992",Open PvP
61,Onslaught Sorcerer,Master Sorcerer,Solidera,1675,"78,049,506,704",Open PvP
62,Skabp Intolerante,Master Sorcerer,Ferobra,1671,"77,531,351,117",Open PvP
63,Young Talent,Master Sorcerer,Thyria,1670,"77,403,833,806",Open PvP
64,Hera Kivaa Fallout,Master Sorcerer,Ourobra,1664,"76,563,549,613",Open PvP
65,Biellzinha,Master Sorcerer,Inabra,1656,"75,548,741,651",Open PvP
66,Zdzi Siek,Master Sorcerer,Peloria,1656,"75,546,430,978",Open PvP
67,Shoockerzim,Master Sorcerer,Quelibra,1651,"74,747,862,408",Open PvP
68,Fael Gumpshrimp,Master Sorcerer,Quelibra,1636,"72,814,792,008",Open PvP
69,Khriszztoph,Master Sorcerer,Ombra,1633,"72,349,960,967",Open PvP
70,Cellio,Master Sorcerer,Rasteibra,1632,"72,273,084,971",Open PvP
71,Bjo,Master Sorcerer,Quelibra,1625,"71,361,660,704",Open PvP
72,Teteu Endividado,Master Sorcerer,Honbra,1623,"70,999,873,988",Open PvP
73,Smoking Killer,Master Sorcerer,Solidera,1619,"70,589,645,298",Open PvP
74,Teenorio El Patron,Master Sorcerer,Wintera,1616,"70,184,426,897",Open PvP
75,Mejo Vikee,Master Sorcerer,Thyria,1611,"69,543,547,105",Open PvP
76,Knacked,Master Sorcerer,Peloria,1610,"69,416,236,200",Open PvP
77,Vitnho,Master Sorcerer,Tornabra,1610,"69,367,198,028",Open PvP
78,Malu Manzan,Master Sorcerer,Serdebra,1609,"69,240,905,985",Open PvP
79,Riivv,Master Sorcerer,Antica,1593,"67,222,090,812",Open PvP
80,Inferno koox,Master Sorcerer,Thyria,1593,"67,143,559,299",Open PvP
81,Brutus Insane,Master Sorcerer,Rasteibra,1589,"66,618,663,507",Open PvP
82,Radamanthys Navy Seal,Master Sorcerer,Talera,1587,"66,389,557,252",Open PvP
83,Melinxd,Master Sorcerer,Rasteibra,1584,"66,090,254,670",Open PvP
84,Floky Monkey,Master Sorcerer,Thyria,1577,"65,143,633,349",Open PvP
85,Bigboy Damage,Master Sorcerer,Thyria,1575,"64,987,928,765",Open PvP
86,Closedfriends Fernandoo,Master Sorcerer,Jadebra,1572,"64,583,571,246",Open PvP
87,Hat Kill Stealer,Master Sorcerer,Havera,1572,"64,562,814,992",Open PvP
88,Pekky Khamzai,Master Sorcerer,Antica,1570,"64,338,729,555",Open PvP
89,Yankoz Maestro,Master Sorcerer,Antica,1569,"64,154,949,275",Open PvP
90,Tatuazyyk,Master Sorcerer,Vunira,1567,"63,949,563,664",Open PvP
91,Thy Gas,Master Sorcerer,Ourobra,1554,"62,349,698,450",Open PvP
92,Jan Duni,Master Sorcerer,Inabra,1554,"62,307,695,199",Open PvP
93,Neutral Life,Master Sorcerer,Premia,1553,"62,217,666,660",Open PvP
94,Sir Tom Bombadil,Master Sorcerer,Havera,1551,"61,965,827,249",Open PvP
95,Imperiious,Master Sorcerer,Lobera,1550,"61,869,799,712",Open PvP
96,Tazari Windu,Master Sorcerer,Rasteibra,1547,"61,576,497,555",Open PvP
97,Critical Opressor,Master Sorcerer,Honbra,1547,"61,484,948,394",Open PvP
98,Nozferato,Master Sorcerer,Quelibra,1544,"61,123,304,924",Open PvP
99,Kardya Shelby,Master Sorcerer,Havera,1542,"60,933,571,638",Open PvP
100,Flying Joahn,Master Sorcerer,Xyla,1542,"60,920,823,559",Open PvP
101,Lawdz,Master Sorcerer,Antica,1541,"60,818,048,826",Open PvP
102,Hakaii Sheik,Master Sorcerer,Ourobra,1540,"60,693,996,872",Open PvP
103,Akuma etterno,Master Sorcerer,Ferobra,1537,"60,280,633,071",Open PvP
104,Smooth Hardstyle,Master Sorcerer,Ferobra,1536,"60,240,756,212",Open PvP
105,Oriibsz,Master Sorcerer,Inabra,1536,"60,235,762,421",Open PvP
106,Sorin bife wellington,Master Sorcerer,Ourobra,1532,"59,802,242,204",Open PvP
107,Escoboar,Master Sorcerer,Peloria,1527,"59,165,609,568",Open PvP
108,Szydercaa,Master Sorcerer,Citra,1523,"58,670,545,256",Open PvP
109,Beelzee El Patron,Master Sorcerer,Wintera,1522,"58,600,860,445",Open PvP
110,Charllon,Master Sorcerer,Quelibra,1517,"57,967,793,986",Open PvP
111,Youmi Buu,Master Sorcerer,Ourobra,1516,"57,900,382,996",Open PvP
112,Guimba Bruto,Master Sorcerer,Serdebra,1514,"57,698,770,589",Open PvP
