Rank,Name,Vocation,World,Level,Points,WorldType
1,Dudopix Worldwide,Elite Knight,Ferobra,2364,"219,817,293,850",Open PvP
2,Bruneli Wayne,Elite Knight,Serdebra,2326,"209,230,360,091",Open PvP
3,Bomba Chapeleiro,Elite Knight,Honbra,2299,"202,050,017,685",Open PvP
4,Alchemistzin,Elite Knight,Quelibra,2259,"191,718,361,879",Open PvP
5,Knighttt Poderoso,Elite Knight,Rasteibra,2172,"170,406,155,805",Open PvP
6,Conde Danimax,Elite Knight,Inabra,2122,"158,838,998,137",Open PvP
7,Pedrin Orangepodi,Elite Knight,Rasteibra,2097,"153,394,543,090",Open PvP
8,Ragnarr Vilao,Elite Knight,Honbra,2080,"149,569,621,848",Open PvP
9,Destructive Kronun,Elite Knight,Talera,2039,"141,020,354,514",Open PvP
10,Kallashy,Elite Knight,Honbra,2038,"140,761,821,560",Open PvP
11,Soiji,Elite Knight,Inabra,2029,"138,882,915,675",Open PvP
12,Super Brabo,Elite Knight,Ombra,2024,"137,909,030,907",Open PvP
13,Magnifik Danytank,Elite Knight,Inabra,2010,"135,013,956,265",Open PvP
14,Zezinho Eurofeer,Elite Knight,Ourobra,2004,"133,912,933,515",Open PvP
15,Exorinho,Elite Knight,Thyria,1992,"131,504,686,329",Open PvP
16,Amora Enterprise,Elite Knight,Ourobra,1992,"131,376,611,555",Open PvP
17,Jand Supremoo,Elite Knight,Jadebra,1964,"125,883,654,025",Open PvP
18,Marcolight,Elite Knight,Ourobra,1963,"125,799,688,182",Open PvP
19,Deadmani,Elite Knight,Thyria,1952,"123,717,792,373",Open PvP
20,Dudu Stonecutter,Elite Knight,Ombra,1952,"123,599,401,807",Open PvP
21,Toxic Kleine Esecee,Elite Knight,Havera,1948,"122,896,745,206",Open PvP
22,Zmek,Elite Knight,Antica,1939,"121,129,761,059",Open PvP
23,Lecter,Elite Knight,Inabra,1922,"117,998,453,284",Open PvP
24,Munhoz Holdfast,Elite Knight,Ferobra,1920,"117,647,736,534",Open PvP
25,Kiperek,Elite Knight,Vunira,1888,"111,865,049,618",Open PvP
26,Cesargxz,Elite Knight,Talera,1886,"111,622,951,606",Open PvP
27,Hellz Negb,Elite Knight,Wintera,1880,"110,539,124,899",Open PvP
28,Anita Supreme Emex,Elite Knight,Havera,1875,"109,600,370,899",Open PvP
29,Almom,Elite Knight,Inabra,1874,"109,364,501,756",Open PvP
30,Pdois Evoluido,Elite Knight,Rasteibra,1859,"106,834,129,140",Open PvP
31,Diviinao,Elite Knight,Tornabra,1856,"106,284,143,953",Open PvP
32,Bossprime,Elite Knight,Antica,1840,"103,550,102,785",Open PvP
33,Ragnar Ekbomba,Elite Knight,Quelibra,1822,"100,578,938,385",Open PvP
34,Lichtsz Rindodoboleto,Elite Knight,Inabra,1808,"98,270,774,129",Open PvP
35,Big Boss Revival,Elite Knight,Premia,1808,"98,194,133,499",Open PvP
36,Tintin Hulk,Elite Knight,Rasteibra,1802,"97,276,607,148",Open PvP
37,Kimbow Thor,Elite Knight,Ombra,1800,"96,939,424,756",Open PvP
38,Skoolls,Elite Knight,Jadebra,1787,"94,838,098,506",Open PvP
39,Coxa Metanol,Elite Knight,Rasteibra,1785,"94,561,510,910",Open PvP
40,Zezinho Enterprise,Elite Knight,Ourobra,1785,"94,541,836,379",Open PvP
41,Orzack,Elite Knight,Quelibra,1777,"93,308,581,856",Open PvP
42,Rowdz,Elite Knight,Quelibra,1770,"92,195,057,703",Open PvP
43,Highflxyerk,Elite Knight,Quidera,1759,"90,514,877,353",Open PvP
44,Bar,Elite Knight,Quidera,1758,"90,280,647,937",Open PvP
45,Vexcraw,Elite Knight,Rasteibra,1743,"88,061,073,136",Open PvP
46,Tonim Tank,Elite Knight,Jadebra,1742,"87,838,914,108",Open PvP
47,Geramoo,Elite Knight,Havera,1740,"87,535,206,678",Open PvP
48,Ekforsale,Elite Knight,Serdebra,1735,"86,810,771,306",Open PvP
49,Abs Lilozin,Elite Knight,Rasteibra,1733,"86,505,440,650",Open PvP
50,Gui Fallout,Elite Knight,Ourobra,1730,"86,141,043,926",Open PvP
51,Orle Gniazdo,Elite Knight,Antica,1727,"85,607,322,789",Open PvP
52,Thay El Patron,Elite Knight,Wintera,1716,"83,930,253,369",Open PvP
53,Rowen,Elite Knight,Solidera,1712,"83,459,376,203",Open PvP
54,Franco Thunder,Elite Knight,Jadebra,1709,"82,912,226,654",Open PvP
55,Mathxd,Elite Knight,Rasteibra,1706,"82,509,517,897",Open PvP
56,Agiotales,Elite Knight,Rasteibra,1695,"80,966,148,702",Open PvP
57,Sellek Doubleskill Clubaxehat,Elite Knight,Ferobra,1695,"80,879,286,417",Open PvP
58,Hintarus Rei Calvo,Elite Knight,Serdebra,1691,"80,332,620,297",Open PvP
59,Hwpato,Elite Knight,Talera,1689,"80,100,805,064",Open PvP
60,Naillowzin,Elite Knight,Inabra,1686,"79,636,331,528",Open PvP
61,Elmagnifiko caballerodany,Elite Knight,Inabra,1686,"79,632,807,919",Open PvP
62,Aler Tius,Elite Knight,Solidera,1684,"79,373,284,535",Open PvP
63,Kamiry,Elite Knight,Ourobra,1683,"79,204,244,648",Open PvP
64,Gragao Evoluido,Elite Knight,Rasteibra,1679,"78,718,801,737",Open PvP
65,Dee Liife Snake,Elite Knight,Inabra,1673,"77,812,825,791",Open PvP
66,Danan the shihan,Elite Knight,Quintera,1659,"75,894,760,229",Open PvP
67,Moon Knighty,Elite Knight,Honbra,1659,"75,888,915,714",Open PvP
68,Knight of Rafael,Elite Knight,Quelibra,1658,"75,711,497,943",Open PvP
69,Dudopix Inc,Elite Knight,Inabra,1655,"75,390,575,939",Open PvP
70,Feh Tryhard,Elite Knight,Serdebra,1652,"74,983,021,283",Open PvP
71,Zezinho Qrcode Infinito,Elite Knight,Ourobra,1652,"74,904,468,668",Open PvP
72,Elegancki Miko,Elite Knight,Thyria,1646,"74,091,223,133",Open PvP
73,Pancholina Emex,Elite Knight,Solidera,1644,"73,813,073,305",Open PvP
74,Alphahorcrux,Elite Knight,Havera,1640,"73,325,212,427",Open PvP
75,Alvsrodrigo Neutro,Elite Knight,Rasteibra,1637,"72,850,019,109",Open PvP
76,Tomek Bloczy,Elite Knight,Xyla,1636,"72,734,282,379",Open PvP
77,Nyge,Elite Knight,Antica,1632,"72,208,059,298",Open PvP
78,Knochi,Elite Knight,Antica,1623,"71,082,833,541",Open PvP
79,Mikey olo,Elite Knight,Lobera,1611,"69,488,528,522",Open PvP
80,Ti to Goexp,Elite Knight,Serdebra,1608,"69,103,863,713",Open PvP
81,Carolich,Elite Knight,Havera,1601,"68,145,770,290",Open PvP
82,Adrinhio,Elite Knight,Thyria,1597,"67,655,813,254",Open PvP
83,Leechiano,Elite Knight,Lobera,1591,"66,983,706,066",Open PvP
84,Joek,Elite Knight,Thyria,1591,"66,894,051,456",Open PvP
85,Necro Dragonheart,Elite Knight,Quintera,1590,"66,800,233,909",Open PvP
86,Magnifik Ekdany,Elite Knight,Inabra,1589,"66,722,020,834",Open PvP
87,Remek Ajan,Elite Knight,Peloria,1588,"66,562,285,190",Open PvP
88,Roffa The King,Elite Knight,Vunira,1588,"66,491,896,988",Open PvP
89,Specialtyz,Elite Knight,Ferobra,1578,"65,291,744,989",Open PvP
90,Seleskva Zedrin,Elite Knight,Ourobra,1576,"64,992,848,904",Open PvP
91,Spykon,Elite Knight,Serdebra,1573,"64,666,932,366",Open PvP
92,Raul Locomia,Elite Knight,Quelibra,1571,"64,491,561,621",Open PvP
93,Duuuuh,Elite Knight,Inabra,1570,"64,270,785,678",Open PvP
94,Arcy Seba,Elite Knight,Serdebra,1564,"63,618,818,040",Open PvP
95,Dobid Elve,Elite Knight,Jadebra,1560,"63,107,890,597",Open PvP
96,Dede Tiranit,Elite Knight,Ourobra,1555,"62,447,128,641",Open PvP
97,Baked Jerryy,Elite Knight,Premia,1549,"61,767,540,179",Open PvP
98,Knalha Aposentado,Elite Knight,Jadebra,1548,"61,604,806,651",Open PvP
99,Kel,Elite Knight,Rasteibra,1547,"61,564,269,016",Open PvP
100,Janeer,Elite Knight,Quintera,1543,"61,066,207,229",Open PvP
101,Paweel Ek,Elite Knight,Xyla,1539,"60,559,170,203",Open PvP
102,Sky Jet,Elite Knight,Lobera,1537,"60,310,622,057",Open PvP
103,Axewinng,Elite Knight,Quelibra,1536,"60,202,184,968",Open PvP
104,Tekkoo Boladaoo,Elite Knight,Quelibra,1528,"59,318,060,547",Open PvP
105,Nyothan,Elite Knight,Ourobra,1528,"59,307,782,758",Open PvP
106,Braboeka,Elite Knight,Jadebra,1527,"59,157,435,639",Open PvP
107,Siberion,Elite Knight,Premia,1522,"58,542,685,577",Open PvP
108,Frank Friiola,Elite Knight,Jadebra,1521,"58,496,900,238",Open PvP
109,Heltz Slayer,Elite Knight,Ombra,1515,"57,801,076,384",Open PvP
110,Jahadsito,Elite Knight,Quintera,1514,"57,619,512,219",Open PvP
111,Tamus Lightt,Elite Knight,Ombra,1512,"57,411,383,250",Open PvP
112,Lagurus,Elite Knight,Quidera,1509,"57,099,733,586",Open PvP
113,Jhonnyxz,Elite Knight,Quintera,1507,"56,854,662,422",Open PvP
114,Daniel Charlovinhoo,Elite Knight,Wintera,1500,"56,044,722,602",Open PvP
115,Faus to,Elite Knight,Quelibra,1499,"56,008,521,638",Open PvP
116,Alesba,Elite Knight,Premia,1497,"55,736,530,277",Open PvP
117,Firemen Kyle,Elite Knight,Xyla,1496,"55,626,588,619",Open PvP
118,Julin Agiotando Full,Elite Knight,Inabra,1495,"55,482,355,055",Open PvP
119,King Emiliaoo,Elite Knight,Lobera,1493,"55,338,041,750",Open PvP
120,Henrique Darkfall,Elite Knight,Serdebra,1492,"55,159,942,600",Open PvP
121,Retro Foso,Elite Knight,Quelibra,1491,"55,083,219,057",Open PvP
122,Roadster Kitad,Elite Knight,Talera,1491,"55,059,346,530",Open PvP
123,Dede Magnata,Elite Knight,Ourobra,1489,"54,897,411,421",Open PvP
124,Messi Siuuu,Elite Knight,Vunira,1488,"54,698,774,715",Open PvP
125,Taldo Gordo,Elite Knight,Ombra,1483,"54,225,045,689",Open PvP
126,Isaac Psiicopata,Elite Knight,Ourobra,1482,"54,081,274,541",Open PvP
127,Elrikto,Elite Knight,Premia,1481,"54,022,004,198",Open PvP
128,Gil Sinpt Warman,Elite Knight,Talera,1476,"53,447,063,648",Open PvP
129,Tzuthx,Elite Knight,Quintera,1474,"53,229,757,041",Open PvP
130,Apok Kryz,Elite Knight,Talera,1474,"53,229,665,798",Open PvP
131,Closedfriends Leozin,Elite Knight,Jadebra,1474,"53,170,514,668",Open PvP
132,Weey Fulltiiltado,Elite Knight,Rasteibra,1472,"53,027,939,369",Open PvP
133,Marcos Swordbreaker,Elite Knight,Jadebra,1470,"52,787,672,564",Open PvP
134,Darkziiin,Elite Knight,Rasteibra,1466,"52,322,500,314",Open PvP
135,Bedaz Koranav,Elite Knight,Honbra,1458,"51,506,551,139",Open PvP
136,Jirren,Elite Knight,Peloria,1457,"51,409,863,950",Open PvP
137,Seloko Denone,Elite Knight,Jadebra,1456,"51,320,452,242",Open PvP
138,Titooh Zero Compromisso,Elite Knight,Serdebra,1454,"51,067,853,676",Open PvP
139,Lukayan,Elite Knight,Serdebra,1453,"50,931,148,624",Open PvP
140,Anlightus,Elite Knight,Xyla,1451,"50,752,287,618",Open PvP
