Rank,Name,Vocation,World,Level,Points,WorldType
1,Dejairzin,Elder Druid,Inabra,2935,"420,541,071,189",Open PvP
2,Megazao Supreme Emex,Elder Druid,Havera,2310,"205,029,192,335",Open PvP
3,Pedrin Descongelou,Elder Druid,Rasteibra,2298,"201,883,751,318",Open PvP
4,Chronos Poderoso,Elder Druid,Rasteibra,2293,"200,527,806,879",Open PvP
5,Sorinzinho,Elder Druid,Jadebra,2272,"195,176,782,586",Open PvP
6,Ze Cueei,Elder Druid,Honbra,2215,"180,831,630,244",Open PvP
7,Toxic Es Fiado,Elder Druid,Havera,2193,"175,371,476,838",Open PvP
8,Tonimm,Elder Druid,Jadebra,2183,"172,983,412,448",Open PvP
9,Sorin Emperor,Elder Druid,Ourobra,2153,"165,979,093,225",Open PvP
10,Leozinsz Paramaxxz,Elder Druid,Honbra,2148,"164,896,817,546",Open PvP
11,Magnifik Danybruxo,Elder Druid,Inabra,2147,"164,555,652,479",Open PvP
12,Waguinho The Legend,Elder Druid,Quelibra,2086,"150,957,312,565",Open PvP
13,Estilo Inativo,Elder Druid,Rasteibra,2067,"146,819,335,369",Open PvP
14,Rodrigaumd,Elder Druid,Inabra,2056,"144,438,289,752",Open PvP
15,Mighty Peral,Elder Druid,Solidera,2015,"136,118,517,791",Open PvP
16,Sinfronio Stark,Elder Druid,Rasteibra,1997,"132,469,646,076",Open PvP
17,Luidao Inevitavel,Elder Druid,Ourobra,1994,"131,887,380,515",Open PvP
18,Biel Schneider,Elder Druid,Inabra,1989,"130,919,356,600",Open PvP
19,Xon Vanetta,Elder Druid,Premia,1972,"127,579,537,355",Open PvP
20,Zona tto,Elder Druid,Ombra,1969,"126,908,921,456",Open PvP
21,Dudopix Enterprise,Elder Druid,Ferobra,1956,"124,490,330,085",Open PvP
22,Nexyz Fallout,Elder Druid,Ourobra,1946,"122,510,581,187",Open PvP
23,Zezinho Ltda,Elder Druid,Ourobra,1937,"120,887,253,108",Open PvP
24,Batman Malvadao,Elder Druid,Inabra,1929,"119,312,448,634",Open PvP
25,Zee Cuei Store,Elder Druid,Quelibra,1929,"119,307,760,016",Open PvP
26,Waguinho Loko,Elder Druid,Quelibra,1917,"117,214,636,723",Open PvP
27,Hellz Nugb,Elder Druid,Wintera,1917,"117,156,484,735",Open PvP
28,So rin,Elder Druid,Ourobra,1913,"116,332,207,276",Open PvP
29,Bu uzz,Elder Druid,Serdebra,1905,"114,884,257,790",Open PvP
30,Davidzinhow,Elder Druid,Rasteibra,1904,"114,828,345,720",Open PvP
31,Xelaum,Elder Druid,Inabra,1904,"114,796,924,850",Open PvP
32,Mgnfiksupremo Liderdany,Elder Druid,Inabra,1899,"113,923,799,168",Open PvP
33,Re nanzeraxd,Elder Druid,Serdebra,1899,"113,901,560,550",Open PvP
34,Bambaryla Witek,Elder Druid,Thyria,1895,"113,135,897,328",Open PvP
35,Dat Pedrak,Elder Druid,Antica,1885,"111,445,407,485",Open PvP
36,Flango Zeroum,Elder Druid,Ombra,1882,"110,839,561,577",Open PvP
37,Guh Tomorrow,Elder Druid,Serdebra,1873,"109,255,743,741",Open PvP
38,Don Roney,Elder Druid,Jadebra,1863,"107,467,013,954",Open PvP
39,Dorivall,Elder Druid,Ombra,1854,"106,035,685,529",Open PvP
40,Aleex con Hat,Elder Druid,Talera,1853,"105,699,765,904",Open PvP
41,Zezinho Zedrin,Elder Druid,Ourobra,1842,"103,983,637,521",Open PvP
42,Jaacm,Elder Druid,Ferobra,1840,"103,553,620,184",Open PvP
43,Theuzikat,Elder Druid,Quelibra,1835,"102,654,667,093",Open PvP
44,Goa Onurb,Elder Druid,Quelibra,1829,"101,641,743,643",Open PvP
45,Madiks,Elder Druid,Ourobra,1826,"101,272,166,570",Open PvP
46,Rafa Zedrin,Elder Druid,Rasteibra,1818,"99,904,591,006",Open PvP
47,Yuwiz,Elder Druid,Premia,1797,"96,507,539,934",Open PvP
48,Magnifik Curanderodany,Druid,Inabra,1781,"93,870,906,865",Open PvP
