Rank,Name,Vocation,World,Level,Points,WorldType
1,Edinho Rancaprofit,Royal Paladin,Serdebra,2350,"216,018,145,484",Open PvP
2,Chris Dictador,Royal Paladin,Ombra,2289,"199,377,757,571",Open PvP
3,Felix Hastalo Infierno,Royal Paladin,Inabra,2278,"196,597,279,131",Open PvP
4,Recall Poderoso,Royal Paladin,Rasteibra,2255,"190,846,618,460",Open PvP
5,Pedrin Impostor,Royal Paladin,Rasteibra,2243,"187,683,451,146",Open PvP
6,Almighty Nova,Royal Paladin,Wintera,2187,"173,960,744,751",Open PvP
7,Ellmagnifinho Danynho,Royal Paladin,Inabra,2172,"170,526,649,340",Open PvP
8,Fael Fahurr,Royal Paladin,Quelibra,2169,"169,613,722,077",Open PvP
9,Edi Paladino,Royal Paladin,Honbra,2160,"167,608,104,495",Open PvP
10,Chapoca Bahia,Royal Paladin,Quelibra,2159,"167,476,179,822",Open PvP
11,Hellz Nogb,Royal Paladin,Wintera,2156,"166,747,852,964",Open PvP
12,Turco Loko,Royal Paladin,Inabra,2104,"154,823,244,611",Open PvP
13,Tonim Sniper,Royal Paladin,Jadebra,2096,"153,041,036,124",Open PvP
14,Szmuggy,Royal Paladin,Thyria,2086,"150,954,226,958",Open PvP
15,Pedrin Feliznatal,Royal Paladin,Ourobra,2072,"147,892,463,829",Open PvP
16,Kalashnkov,Royal Paladin,Rasteibra,2071,"147,719,204,448",Open PvP
17,Maarculino,Royal Paladin,Jadebra,2063,"145,962,264,852",Open PvP
18,Sorin Enterpriise,Royal Paladin,Ourobra,2059,"145,096,525,698",Open PvP
19,Pato Zedrin,Royal Paladin,Ourobra,2053,"143,992,343,219",Open PvP
20,Rodrigaaum,Royal Paladin,Inabra,2039,"141,048,735,500",Open PvP
21,Partyboost,Royal Paladin,Vunira,2036,"140,368,238,357",Open PvP
22,Trakhinas,Royal Paladin,Quelibra,2023,"137,647,223,155",Open PvP
23,Capetao Tipster,Royal Paladin,Inabra,1985,"129,994,658,582",Open PvP
24,Kuubiq,Royal Paladin,Thyria,1981,"129,204,108,350",Open PvP
25,Nonstop Bruno,Royal Paladin,Inabra,1978,"128,679,865,836",Open PvP
26,Heyz zerp,Royal Paladin,Inabra,1974,"127,873,563,162",Open PvP
27,Gharen Toxico,Royal Paladin,Jadebra,1971,"127,295,176,868",Open PvP
28,Zezinho Fallout,Royal Paladin,Ourobra,1970,"127,210,711,421",Open PvP
29,Exidysz,Royal Paladin,Honbra,1962,"125,575,410,620",Open PvP
30,Dukoth,Royal Paladin,Quelibra,1938,"121,037,549,819",Open PvP
31,Falkzao Supreme Emex,Royal Paladin,Havera,1931,"119,802,957,145",Open PvP
32,Saullow,Royal Paladin,Rasteibra,1931,"119,649,044,235",Open PvP
33,Dudopix Corp,Royal Paladin,Ferobra,1927,"118,964,716,051",Open PvP
34,Omel Randevous,Royal Paladin,Xymera,1924,"118,439,549,065",Open PvP
35,Parabellum,Royal Paladin,Rasteibra,1896,"113,387,527,907",Open PvP
