Rank,Name,Vocation,World,Level,Points,WorldType
1,Khaos Poderoso,Master Sorcerer,Rasteibra,2542,"273,282,715,407",Open PvP
2,Goa Luccas,Master Sorcerer,Inabra,2397,"229,022,088,083",Open PvP
3,Syriz,Master Sorcerer,Thyria,2212,"179,920,285,255",Open PvP
4,Dany Ellmagnifico,Master Sorcerer,Inabra,2176,"171,393,845,280",Open PvP
5,Zonatto Bombinhams,Master Sorcerer,Ombra,2157,"166,873,500,862",Open PvP
6,Lichtsz,Master Sorcerer,Inabra,2089,"151,610,341,211",Open PvP
7,Goa Santiago,Master Sorcerer,Ourobra,2088,"151,350,470,477",Open PvP
8,Neto Orangepodi,Master Sorcerer,Rasteibra,2078,"149,249,416,546",Open PvP
9,Fraanco,Master Sorcerer,Jadebra,2071,"147,758,804,322",Open PvP
10,Chris Zeroum,Master Sorcerer,Ombra,2061,"145,587,712,829",Open PvP
11,Toxic Ghost Esecee,Master Sorcerer,Havera,2059,"145,186,355,354",Open PvP
12,Icarus Cltcansado,Master Sorcerer,Ourobra,2049,"143,093,095,511",Open PvP
13,Ranny Zolnierz Elder,Master Sorcerer,Antica,2048,"142,933,994,478",Open PvP
14,Maza lov,Master Sorcerer,Rasteibra,2024,"137,952,135,738",Open PvP
15,Arc Mago Marujo,Master Sorcerer,Serdebra,2023,"137,630,246,671",Open PvP
16,Pedrin Aposentado,Master Sorcerer,Rasteibra,2016,"136,207,441,476",Open PvP
17,Intenzao Supreme Emex,Master Sorcerer,Havera,2011,"135,205,423,283",Open PvP
18,Leozinnxd,Master Sorcerer,Rasteibra,1992,"131,433,127,233",Open PvP
19,Chefao Magnifikdany,Master Sorcerer,Quelibra,1988,"130,573,026,833",Open PvP
20,Murillaoloko,Master Sorcerer,Quelibra,1978,"128,728,763,733",Open PvP
21,Zedrin Ltda,Master Sorcerer,Ourobra,1974,"127,961,036,062",Open PvP
22,Hintz Dimavontadi,Master Sorcerer,Rasteibra,1962,"125,548,362,279",Open PvP
