Rank,Name,Vocation,World,Level,Points,WorldType
1,Bloodrunk Leech,Exalted Monk,Lobera,955,"14,452,178,152",Open PvP
2,Leriisa,Exalted Monk,Thyria,918,"12,812,013,652",Open PvP
3,Saga Poderoso,Exalted Monk,Ourobra,912,"12,559,864,602",Open PvP
4,Monkii Donky,Exalted Monk,Solidera,911,"12,551,540,719",Open PvP
5,Masnus,Exalted Monk,Vunira,904,"12,264,418,087",Open PvP
6,Rynce jak rury,Exalted Monk,Citra,875,"11,089,563,684",Open PvP
7,Tomek Monkuje,Exalted Monk,Xyla,873,"11,031,492,391",Open PvP
8,Almighty Punch,Exalted Monk,Havera,873,"11,021,516,313",Open PvP
9,Don Josei,Exalted Monk,Quidera,867,"10,812,333,317",Open PvP
10,Launk,Exalted Monk,Honbra,862,"10,623,454,365",Open PvP
11,Fisterious,Exalted Monk,Xyla,840,"9,838,710,806",Open PvP
12,Monk Dudu,Exalted Monk,Rasteibra,827,"9,373,365,207",Open PvP
13,Bombeiro Pugilista,Exalted Monk,Rasteibra,823,"9,231,440,906",Open PvP
14,Zster,Exalted Monk,Thyria,817,"9,051,438,718",Open PvP
15,Shabir Monk,Exalted Monk,Quidera,814,"8,945,739,989",Open PvP
16,Fake Enryu,Exalted Monk,Antica,807,"8,694,907,105",Open PvP
17,Ki Kyou,Exalted Monk,Serdebra,803,"8,573,976,233",Open PvP
18,Saga iluminado,Exalted Monk,Xymera,793,"8,256,860,321",Open PvP
19,Shakhex,Exalted Monk,Ferobra,791,"8,209,817,821",Open PvP
20,Shaolinzinha,Exalted Monk,Serdebra,791,"8,187,132,362",Open PvP
21,Abs Monkzada,Exalted Monk,Honbra,784,"7,971,103,611",Open PvP
22,Dantalix,Exalted Monk,Vunira,779,"7,833,377,959",Open PvP
23,Malandroxo,Exalted Monk,Solidera,776,"7,748,004,802",Open PvP
24,Piasteczka,Exalted Monk,Thyria,776,"7,731,429,183",Open PvP
25,Monk Yi,Exalted Monk,Tornabra,766,"7,455,269,629",Open PvP
26,Cwil,Exalted Monk,Ferobra,764,"7,389,512,601",Open PvP
27,Psico Paglis,Exalted Monk,Jadebra,760,"7,279,337,467",Open PvP
28,Elmif Aila,Exalted Monk,Peloria,758,"7,229,312,950",Open PvP
29,Monk Mingo,Exalted Monk,Quidera,758,"7,219,947,273",Open PvP
30,Monk Dkoth,Exalted Monk,Honbra,758,"7,217,077,045",Open PvP
31,Zhenkai,Exalted Monk,Honbra,754,"7,111,076,755",Open PvP
32,Fanatic bate fofo,Exalted Monk,Honbra,752,"7,056,170,831",Open PvP
33,Tibursio ruler,Exalted Monk,Quidera,750,"6,998,594,660",Open PvP
34,Netonha,Exalted Monk,Ourobra,750,"6,981,371,363",Open PvP
35,Wing Chun Man,Exalted Monk,Solidera,748,"6,926,934,258",Open PvP
36,Duduxp,Exalted Monk,Ombra,738,"6,645,894,907",Open PvP
37,Crocante Socolento,Exalted Monk,Jadebra,733,"6,524,847,663",Open PvP
38,Edorix Shaolin,Exalted Monk,Xymera,732,"6,501,817,308",Open PvP
39,Monkblank,Exalted Monk,Ignitera,729,"6,421,663,951",Open PvP
40,Magnifik Mnkdanny,Exalted Monk,Inabra,726,"6,329,740,704",Open PvP
41,Mu Lee,Exalted Monk,Xymera,722,"6,225,565,050",Open PvP
42,Rompee,Exalted Monk,Peloria,720,"6,172,928,564",Open PvP
43,Taort Lucild,Exalted Monk,Serdebra,719,"6,148,161,413",Open PvP
44,Ellon Monks,Exalted Monk,Ignitera,718,"6,138,296,574",Open PvP
45,Monkzinm,Exalted Monk,Tornabra,716,"6,075,575,605",Open PvP
46,Kompisar Hip Hop,Exalted Monk,Antica,715,"6,064,624,210",Open PvP
47,Wlodarzek,Exalted Monk,Xyla,714,"6,026,201,728",Open PvP
48,Brawox,Exalted Monk,Serdebra,712,"5,982,441,734",Open PvP
49,Jab Mortal,Exalted Monk,Ombra,708,"5,865,132,389",Open PvP
50,Roswaall,Exalted Monk,Lobera,706,"5,834,568,384",Open PvP
51,Demszi,Exalted Monk,Peloria,703,"5,741,373,780",Open PvP
52,Phyyst,Exalted Monk,Quintera,700,"5,671,585,849",Open PvP
53,Exevus Avassalador,Exalted Monk,Serdebra,699,"5,650,265,873",Open PvP
54,Covuuc,Exalted Monk,Unebra,691,"5,454,424,968",Open PvP
55,Onepunch monk,Exalted Monk,Lobera,687,"5,374,648,304",Open PvP
56,Impvkt Monkstyle,Exalted Monk,Unebra,686,"5,346,318,202",Open PvP
57,Liu Kangh,Exalted Monk,Wintera,684,"5,289,219,048",Open PvP
58,Puxx Puxx,Exalted Monk,Antica,682,"5,241,099,981",Open PvP
59,Aka Sir Eth,Exalted Monk,Vunira,679,"5,190,064,591",Open PvP
60,Giant Lolrusher,Exalted Monk,Citra,675,"5,094,744,752",Open PvP
61,Elecktrosz,Exalted Monk,Quidera,674,"5,070,770,794",Open PvP
62,Monnk Cotoco,Exalted Monk,Unebra,673,"5,052,088,375",Open PvP
63,Ricardo Godlike,Exalted Monk,Ferobra,672,"5,028,902,006",Open PvP
64,Sebbe Nonpvp,Exalted Monk,Citra,671,"4,994,534,224",Open PvP
65,Jamonk Trapz,Exalted Monk,Xymera,667,"4,912,011,690",Open PvP
66,Zero Hand,Exalted Monk,Lobera,665,"4,874,712,544",Open PvP
67,Zamhu,Exalted Monk,Solidera,664,"4,837,510,725",Open PvP
68,Gyngka,Exalted Monk,Xymera,663,"4,827,130,444",Open PvP
69,Inversor Del Mal,Exalted Monk,Quidera,663,"4,821,940,077",Open PvP
70,Monksino,Exalted Monk,Quintera,661,"4,770,836,804",Open PvP
71,Tankahua Testoalta,Exalted Monk,Xybra,660,"4,758,306,258",Open PvP
72,Grand Elite Orlando,Exalted Monk,Rasteibra,659,"4,736,497,745",Open PvP
73,Sou za,Exalted Monk,Honbra,657,"4,696,805,096",Open PvP
74,King Magnos,Exalted Monk,Ourobra,657,"4,694,120,914",Open PvP
75,Nova Monk,Exalted Monk,Vunira,657,"4,692,976,680",Open PvP
76,Monka George,Exalted Monk,Havera,655,"4,661,498,627",Open PvP
77,Monge Teles,Exalted Monk,Tornabra,655,"4,643,821,070",Open PvP
78,Loko do Fogo,Exalted Monk,Ferobra,654,"4,640,235,669",Open PvP
79,Sha Ke,Exalted Monk,Ourobra,652,"4,596,751,302",Open PvP
80,Monje Dictador,Exalted Monk,Talera,648,"4,493,394,156",Open PvP
81,Fuvaka,Exalted Monk,Wintera,646,"4,457,788,255",Open PvP
82,Monk Igorek,Exalted Monk,Xyla,646,"4,453,655,380",Open PvP
83,Exalted Zixena,Exalted Monk,Xymera,643,"4,409,588,228",Open PvP
84,Punch Cake,Exalted Monk,Xyla,640,"4,343,900,557",Open PvP
85,Haelimonk,Exalted Monk,Vunira,639,"4,324,073,640",Open PvP
86,Brauerz,Exalted Monk,Premia,639,"4,320,443,381",Open PvP
87,Krimiinal,Exalted Monk,Solidera,637,"4,276,773,114",Open PvP
88,Auromonk,Exalted Monk,Vunira,635,"4,238,873,147",Open PvP
89,Elemental Fist,Exalted Monk,Serdebra,634,"4,212,020,518",Open PvP
90,Jurdziii,Exalted Monk,Antica,634,"4,210,637,945",Open PvP
91,Monk de Ataque,Exalted Monk,Thyria,634,"4,209,235,873",Open PvP
92,Goldel Biceps,Exalted Monk,Quidera,633,"4,198,595,139",Open PvP
93,Caldonk,Exalted Monk,Inabra,633,"4,188,803,360",Open PvP
94,Netomcz Monkinado,Exalted Monk,Serdebra,633,"4,187,390,445",Open PvP
95,Xura Shinsei,Exalted Monk,Ferobra,632,"4,186,193,720",Open PvP
96,Brappe,Exalted Monk,Xyla,631,"4,160,211,049",Open PvP
97,Mackdee,Exalted Monk,Lobera,624,"4,029,277,690",Open PvP
98,Lordbadawi,Exalted Monk,Citra,623,"3,995,658,043",Open PvP
99,Lavaii Lama,Exalted Monk,Ombra,622,"3,989,388,280",Open PvP
100,Wiggin,Exalted Monk,Victoris,622,"3,985,369,040",Open PvP
101,Bullet Puncher,Exalted Monk,Jadebra,622,"3,983,674,527",Open PvP
102,Rexvyn,Exalted Monk,Havera,622,"3,977,150,005",Open PvP
103,Artanidas,Exalted Monk,Xyla,620,"3,943,325,016",Open PvP
104,Gookuuu,Exalted Monk,Jadebra,618,"3,905,365,371",Open PvP
105,Fisterine,Exalted Monk,Tornabra,617,"3,877,013,437",Open PvP
106,Winterhearth,Exalted Monk,Inabra,616,"3,866,511,862",Open PvP
107,Cabbage Merchant,Exalted Monk,Thyria,614,"3,831,049,269",Open PvP
108,Johny Monking,Exalted Monk,Quidera,614,"3,828,637,912",Open PvP
109,Rhama Champion,Exalted Monk,Ourobra,612,"3,791,916,926",Open PvP
110,Vugatty,Exalted Monk,Quidera,612,"3,788,459,618",Open PvP
111,Nick Nack Pattywhack,Exalted Monk,Wintera,612,"3,788,267,098",Open PvP
112,Elixe Lilpliiwxlsz,Exalted Monk,Ignitera,611,"3,768,830,037",Open PvP
113,Daruhna,Exalted Monk,Vunira,607,"3,702,927,914",Open PvP
114,Primero Monge,Exalted Monk,Cantabra,606,"3,686,874,140",Open PvP
115,Rodrigx,Exalted Monk,Lobera,606,"3,685,314,569",Open PvP
116,Einya Lightheart,Exalted Monk,Peloria,605,"3,662,037,571",Open PvP
117,Monk Traalhaa,Exalted Monk,Honbra,605,"3,662,017,496",Open PvP
118,Monge dos arvoredo,Exalted Monk,Rasteibra,604,"3,638,792,798",Open PvP
119,Viklund Shadowfist,Exalted Monk,Antica,603,"3,628,690,690",Open PvP
120,Pax Divinity,Exalted Monk,Quidera,603,"3,623,431,459",Open PvP
121,Maxithemonk,Exalted Monk,Noctalia,601,"3,596,370,253",Open PvP
122,Broom Capone,Exalted Monk,Citra,600,"3,565,882,372",Open PvP
123,Merudrian,Exalted Monk,Antica,599,"3,547,054,080",Open PvP
124,Lugaz Sider,Exalted Monk,Inabra,597,"3,515,126,211",Open PvP
125,Trapness Return,Exalted Monk,Inabra,596,"3,493,636,707",Open PvP
126,Mon Qreli,Exalted Monk,Tornabra,594,"3,460,210,859",Open PvP
127,Dasher Quendosiiim,Exalted Monk,Xyla,593,"3,453,727,504",Open PvP
128,Irken Cool,Exalted Monk,Antica,591,"3,416,461,762",Open PvP
129,Jack Carthas,Exalted Monk,Ombra,591,"3,413,966,194",Open PvP
130,Shan Elite,Exalted Monk,Xybra,590,"3,404,242,947",Open PvP
131,Angelito Bifestinha,Exalted Monk,Xymera,589,"3,386,667,515",Open PvP
132,So Nosoco,Exalted Monk,Unebra,589,"3,378,346,982",Open PvP
133,Fiinchy,Exalted Monk,Vunira,589,"3,377,468,523",Open PvP
134,Hels Tang,Exalted Monk,Ferobra,588,"3,369,201,977",Open PvP
135,Monka Babuni,Exalted Monk,Citra,588,"3,366,128,781",Open PvP
136,Simon Andres kmikze,Exalted Monk,Ferobra,584,"3,293,093,165",Open PvP
137,Dragon Aaragon,Exalted Monk,Solidera,582,"3,260,361,711",Open PvP
138,Nage Monkz,Exalted Monk,Rasteibra,580,"3,231,908,356",Open PvP
139,Monkiemon,Exalted Monk,Citra,580,"3,228,191,804",Open PvP
140,Kharn Sargara,Exalted Monk,Wintera,580,"3,226,125,226",Open PvP
141,Pesadelow,Exalted Monk,Jadebra,580,"3,225,937,735",Open PvP
142,Mkalmost,Exalted Monk,Inabra,580,"3,221,591,750",Open PvP
143,Godama,Exalted Monk,Ombra,577,"3,181,697,244",Open PvP
144,Vorthay,Exalted Monk,Jadebra,577,"3,181,282,302",Open PvP
145,Maximus Rusher,Exalted Monk,Ourobra,576,"3,160,790,879",Open PvP
146,Hiro Zero,Exalted Monk,Talera,575,"3,147,371,430",Open PvP
147,Meloxk,Exalted Monk,Ignitera,574,"3,127,390,626",Open PvP
148,Princess Jai,Exalted Monk,Ignitera,574,"3,120,912,210",Open PvP
149,Sankywz,Exalted Monk,Solidera,574,"3,120,566,505",Open PvP
150,Bru Talmonka,Exalted Monk,Ourobra,573,"3,111,385,389",Open PvP
151,Rydei Khan,Exalted Monk,Xymera,573,"3,102,886,183",Open PvP
152,Leon Kang,Exalted Monk,Ourobra,572,"3,092,006,882",Open PvP
153,Ejdzrian Monk,Exalted Monk,Antica,569,"3,041,626,358",Open PvP
154,Inter Vention,Exalted Monk,Quintera,567,"3,007,544,927",Open PvP
155,Sandomierz Priest,Exalted Monk,Thyria,567,"3,006,153,371",Open PvP
156,Brutal Bits,Exalted Monk,Antica,566,"2,990,158,512",Open PvP
157,Bro Fist,Exalted Monk,Wintera,564,"2,972,273,174",Open PvP
158,Darveck Meditando,Exalted Monk,Xybra,563,"2,949,344,699",Open PvP
159,Monge Kungfu,Exalted Monk,Serdebra,561,"2,916,357,964",Open PvP
160,Cit Zitlini,Exalted Monk,Solidera,560,"2,908,705,945",Open PvP
161,Feelgood,Exalted Monk,Xyla,560,"2,899,293,051",Open PvP
162,Toniim,Exalted Monk,Jadebra,559,"2,893,344,571",Open PvP
163,Creko,Exalted Monk,Wintera,557,"2,857,626,247",Open PvP
164,General Ancor,Exalted Monk,Xymera,556,"2,844,896,595",Open PvP
165,Sir Foxalot,Exalted Monk,Premia,556,"2,837,324,484",Open PvP
166,Cecy Tomasa,Exalted Monk,Quidera,556,"2,836,153,898",Open PvP
167,Dwell Wezzs,Exalted Monk,Jadebra,554,"2,806,163,419",Open PvP
