Rank,Name,Vocation,World,Level,Skill Level,Category
1,Crossfox Rave,None,Lobera,70,124,Fishing
2,Cave Rat,None,Nefera,64,121,Fishing
3,Kobtwo,Druid,Calmera,103,113,Fishing
4,Jakubabka,Elite Knight,Monza,743,112,Fishing
4,Manvill,Royal Paladin,Bona,322,112,Fishing
4,Mephiw,Elder Druid,Celesta,207,112,Fishing
7,Zapalony Wedkarz,Knight,Karmeya,36,111,Fishing
8,Kelfo,Elite Knight,Nefera,117,110,Fishing
9,Aniu Kete,Elite Knight,Venebra,42,109,Fishing
9,Souleron Gravax,Master Sorcerer,Calmera,291,109,Fishing
11,Guerrero De Las Sombras,Elite Knight,Antica,1219,108,Fishing
12,Kic Zajec,None,Peloria,57,107,Fishing
12,Knight Roronoa Zoro,Knight,Pacera,210,107,Fishing
12,Thiaguinho Cesar,Knight,Etebra,16,107,Fishing
15,Ally Druid,Elder Druid,Talera,28,104,Fishing
15,Hadoukeen,Elite Knight,Firmera,396,104,Fishing
15,Wai lk,None,Antica,62,104,Fishing
18,Katapatyy,Elite Knight,Harmonia,489,103,Fishing
18,Loranthor,Royal Paladin,Gentebra,260,103,Fishing
18,Nootaikok,Knight,Kalibra,17,103,Fishing
21,Bolo de'lolo,Elite Knight,Refugia,286,102,Fishing
21,Diigoo,Paladin,Peloria,410,102,Fishing
21,Lesterzenho,Master Sorcerer,Antica,121,102,Fishing
21,Mystic Stayer,None,Gladera,137,102,Fishing
21,Tcosta,Knight,Descubra,68,102,Fishing
21,Vis Pacem,Sorcerer,Nefera,102,102,Fishing
21,Wanda Mosketao,Master Sorcerer,Vunira,59,102,Fishing
28,Baker Paladin,Royal Paladin,Pacera,1512,101,Fishing
28,Dupid'Knight,Elite Knight,Inabra,214,101,Fishing
28,Ellenroh Elessedil,Master Sorcerer,Secura,304,101,Fishing
28,Hermio Rookstayerka,None,Vunira,105,101,Fishing
28,Kinah Verde,Elite Knight,Gladera,150,101,Fishing
28,Sale Kyon,Master Sorcerer,Luminera,236,101,Fishing
28,Tiro Certo Gyn,Royal Paladin,Kalibra,410,101,Fishing
35,Almighty Max,Elite Knight,Secura,213,100,Fishing
35,Harv Heimdallsson,Elite Knight,Peloria,345,100,Fishing
