Rank,Name,Vocation,World,Level,Points,WorldType
1,Dejairzin,Elder Druid,Inabra,2967,"434,608,668,131",Open PvP
2,Pedrin Descongelou,Elder Druid,Jadebra,2342,"213,550,307,869",Open PvP
3,Chronos Poderoso,Elder Druid,Rasteibra,2327,"209,515,270,507",Open PvP
4,Megazao Supreme Emex,Elder Druid,Havera,2322,"208,160,404,460",Open PvP
5,Sorinzinho,Elder Druid,Jadebra,2303,"203,211,156,981",Open PvP
6,Ze Cueei,Elder Druid,Honbra,2246,"188,468,094,881",Open PvP
7,Tonimm,Elder Druid,Jadebra,2218,"181,384,262,468",Open PvP
8,Toxic Es Fiado,Elder Druid,Havera,2204,"178,045,338,005",Open PvP
9,Sorin Emperor,Elder Druid,Ourobra,2193,"175,462,128,704",Open PvP
10,Ndetarovasz,Elder Druid,Honbra,2186,"173,728,873,535",Open PvP
11,Magnifik Danybruxo,Elder Druid,Inabra,2168,"169,588,224,237",Open PvP
12,Waguinho The Legend,Elder Druid,Quelibra,2115,"157,454,322,929",Open PvP
13,Estilo Inativo,Elder Druid,Rasteibra,2092,"152,189,513,218",Open PvP
14,Rodrigaumd,Elder Druid,Inabra,2079,"149,548,614,538",Open PvP
15,Mighty Peral,Elder Druid,Solidera,2042,"141,644,089,039",Open PvP
16,Luidao Inevitavel,Elder Druid,Ourobra,2025,"138,094,791,475",Open PvP
17,Sinfronio Stark,Elder Druid,Rasteibra,2022,"137,405,102,829",Open PvP
18,Zona tto,Elder Druid,Ombra,2020,"137,023,360,933",Open PvP
19,Biel Schneider,Elder Druid,Inabra,2001,"133,313,943,598",Open PvP
20,Xon Vanetta,Elder Druid,Premia,1995,"131,996,523,189",Open PvP
21,Dudopix Enterprise,Elder Druid,Ferobra,1990,"130,950,678,190",Open PvP
22,Zezinho Ltda,Elder Druid,Ourobra,1987,"130,496,076,333",Open PvP
23,Nexyz Fallout,Elder Druid,Ourobra,1970,"127,090,863,726",Open PvP
24,Batman Malvadao,Elder Druid,Inabra,1967,"126,574,143,530",Open PvP
25,Thiiagod,Elder Druid,Ferobra,1956,"124,375,968,973",Open PvP
26,Zee Cuei Store,Elder Druid,Quelibra,1949,"123,167,115,642",Open PvP
27,Bambaryla Witek,Elder Druid,Thyria,1943,"122,032,475,399",Open PvP
28,Flango Zeroum,Elder Druid,Ombra,1942,"121,773,269,712",Open PvP
29,Xelaum,Elder Druid,Inabra,1941,"121,686,587,616",Open PvP
30,So rin,Elder Druid,Ourobra,1941,"121,517,272,940",Open PvP
31,Bu uzz,Elder Druid,Serdebra,1939,"121,213,267,222",Open PvP
