Rank,Name,Vocation,World,Level,Points,WorldType
1,Edinho Rancaprofit,Royal Paladin,Serdebra,2363,"219,485,444,608",Open PvP
2,Chris Dictador,Royal Paladin,Ombra,2306,"204,027,842,953",Open PvP
3,Felix Hastalo Infierno,Royal Paladin,Inabra,2298,"201,842,931,189",Open PvP
4,Pedrin Impostor,Royal Paladin,Jadebra,2259,"191,669,546,614",Open PvP
5,Recall Poderoso,Royal Paladin,Rasteibra,2258,"191,405,254,277",Open PvP
6,Almighty Nova,Royal Paladin,Wintera,2197,"176,282,997,255",Open PvP
7,Fael Fahurr,Royal Paladin,Quelibra,2181,"172,650,193,454",Open PvP
8,Ellmagnifinho Danynho,Royal Paladin,Inabra,2180,"172,366,743,730",Open PvP
9,Edi Paladino,Royal Paladin,Honbra,2176,"171,344,288,855",Open PvP
10,Chapoca Bahia,Royal Paladin,Quelibra,2160,"167,615,160,795",Open PvP
11,He ellz,Royal Paladin,Wintera,2158,"167,186,643,101",Open PvP
12,Turco Loko,Royal Paladin,Inabra,2117,"157,835,871,358",Open PvP
13,Tonim Sniper,Royal Paladin,Jadebra,2109,"156,010,438,670",Open PvP
14,Szmuggy,Royal Paladin,Thyria,2097,"153,320,126,849",Open PvP
15,Kalashnkov,Royal Paladin,Rasteibra,2083,"150,220,533,070",Open PvP
16,Pedrin Feliznatal,Royal Paladin,Ourobra,2082,"150,180,058,993",Open PvP
17,Maarculino,Royal Paladin,Unebra,2078,"149,209,004,591",Open PvP
18,Sorin Enterpriise,Royal Paladin,Ourobra,2072,"147,843,007,523",Open PvP
19,Pato Zedrin,Royal Paladin,Ourobra,2067,"146,925,675,321",Open PvP
20,Rodrigaaum,Royal Paladin,Inabra,2049,"143,123,901,493",Open PvP
21,Partyboost,Royal Paladin,Vunira,2039,"140,969,447,768",Open PvP
22,Trakhinas,Royal Paladin,Quelibra,2029,"138,855,119,156",Open PvP
23,Kuubiq,Royal Paladin,Thyria,1996,"132,227,451,265",Open PvP
24,Capetao Tipster,Royal Paladin,Inabra,1993,"131,727,079,046",Open PvP
25,Heyz zerp,Royal Paladin,Inabra,1991,"131,252,073,757",Open PvP
26,Nonstop Bruno,Royal Paladin,Inabra,1991,"131,204,909,899",Open PvP
27,Zezinho Fallout,Royal Paladin,Ourobra,1983,"129,716,711,346",Open PvP
28,Gharen Toxico,Royal Paladin,Jadebra,1983,"129,662,424,516",Open PvP
29,Exidysz,Royal Paladin,Honbra,1977,"128,406,127,094",Open PvP
30,Saullow,Royal Paladin,Jadebra,1948,"122,828,513,232",Open PvP
31,Dukoth,Royal Paladin,Quelibra,1947,"122,801,062,357",Open PvP
32,Dudopix Corp,Royal Paladin,Ferobra,1940,"121,363,445,981",Open PvP
33,Omel Randevous,Royal Paladin,Xymera,1935,"120,399,028,205",Open PvP
34,Falkzao Supreme Emex,Royal Paladin,Havera,1935,"120,398,113,463",Open PvP
35,Parabellum,Royal Paladin,Rasteibra,1909,"115,622,366,245",Open PvP
36,Sorin Ltda,Royal Paladin,Jadebra,1896,"113,278,924,458",Open PvP
37,Jeremy Toretto,Royal Paladin,Lobera,1889,"112,083,623,629",Open PvP
38,Masterpali,Royal Paladin,Ferobra,1889,"112,070,734,809",Open PvP
39,Lucaaszin,Royal Paladin,Serdebra,1883,"111,033,159,383",Open PvP
